address,sido,sigungu,code,lat,long,SIG_CD
"경기도 성남시 분당구 성남대로 393, 두산위브파빌리온 1층 (정자동)031-784-9670 ",경기,성남,성남,37.371675,127.107214,41135
경기도 성남시 분당구 성남대로 45 (구미동)031-714-9525 ,경기,성남,성남,37.340016,127.108332,41135
경기도 성남시 분당구 성남대로343번길 12-2 (정자동)031-719-1945 ,경기,성남,성남,37.36682377,127.1067347,41135
경기도 성남시 분당구 성남대로916번길 11 (야탑동)031-8016-8416 ,경기,성남,성남,37.410845,127.129806,41135
경기도 성남시 분당구 성남대로925번길 16 (야탑동)031-705-3449 ,경기,성남,성남,37.413494,127.128425,41135
경기도 성남시 분당구 수내로46번길 12 (수내동) 코아빌딩031-715-9708 ,경기,성남,성남,37.380601,127.116578,41135
"경기도 성남시 분당구 야탑로81번길 11, 뉴코아 야탑점 아울렛 1층 (야탑동)031-702-0385 ",경기,성남,성남,37.41041291,127.1273,41135
경기도 성남시 분당구 운중로 132 (운중동)031-8017-1927 ,경기,성남,성남,37.391294,127.077656,41135
경기도 성남시 분당구 이매로 15 (이매동)031-8017-3439 ,경기,성남,성남,37.39504,127.122363,41135
경기도 성남시 분당구 정자로 82 (정자동)031-712-3290 ,경기,성남,성남,37.36329,127.114074,41135
"경기도 성남시 분당구 정자일로 166, SPG센터 (정자동)031-8022-8559 ",경기,성남,성남,37.365045,127.106119,41135
"경기도 성남시 분당구 정자일로213번길 18, 201동 101호(정자동, 성원상떼뷰)031-714-8264 ",경기,성남,성남,37.3705048,127.1055739,41135
경기도 성남시 분당구 판교로 227번길 6 (삼평동)031-8016-6912 ,경기,성남,성남,37.4028887,127.0992969,41135
경기도 성남시 분당구 판교로 372 (삼평동)031-8017-7902 ,경기,성남,성남,37.4037039,127.115673,41135
경기도 성남시 분당구 판교역로 152 (백현동)031-622-7191 ,경기,성남,성남,37.3941783,127.1106448,41135
경기도 성남시 분당구 판교역로 192번길 14 (삼평동)031-8017-7589 ,경기,성남,성남,37.39731,127.111294,41135
"경기도 성남시 분당구 판교역로 230, 판교 삼환 HIPEX (삼평동)031-696-0308 ",경기,성남,성남,37.401209,127.110666,41135
"경기도 성남시 분당구 판교역로 231, 에이치스퀘어 (삼평동)031-8018-4436 ",경기,성남,성남,37.401375,127.108678,41135
"경기도 성남시 분당구 황새울로 234, 분당트라팰리스 (수내동)031-718-2079 ",경기,성남,성남,37.37948523,127.114173,41135
경기도 성남시 분당구 황새울로335번길 5 (서현동)031-696-1203 ,경기,성남,성남,37.386053,127.121714,41135
"경기도 성남시 분당구 황새울로359번길 11, 미래에셋빌딩 1층 (서현동)031-705-8247 ",경기,성남,성남,37.38800701,127.1232512,41135
경기도 성남시 분당구 황새울로360번길 19 (서현동) 금화빌딩031-8017-8773 ,경기,성남,성남,37.385855,127.125922,41135
경기도 성남시 수정구 수정로 201 (태평1동) 신세계쉐덴031-751-3219 ,경기,성남,성남,37.4442471,127.1414571,41131
경기도 성남시 수정구 위례광장로 104 (창곡동)031-751-3485 ,경기,성남,성남,37.473131,127.141067,41131
경기도 성남시 중원구 산성대로 340-1 (중앙동)031-743-8830 ,경기,성남,성남,37.4433283,127.1545766,41133
경기도 성남시 중원구 산성대로426번길 2 (금광동)031-734-3765 ,경기,성남,성남,37.4497584,127.1591956,41133
경기도 수원시 권선구 경수대로 270 (권선동)031-207-1268 ,경기,수원,수원,37.249907,127.021517,41113
경기도 수원시 권선구 금곡로 219 (금곡동)031-291-3846 ,경기,수원,수원,37.27491,126.954432,41113
경기도 수원시 권선구 동수원로177번길 40 (권선동)031-222-3468 ,경기,수원,수원,37.246668,127.030958,41113
경기도 수원시 권선구 매송고색로 543 (오목천동)031-295-3425 ,경기,수원,수원,37.246345,126.964025,41113
"경기도 수원시 권선구 서수원로577번길 305 (금곡동, 수원모아미래도센트럴타운2단지)031-292-3615 ",경기,수원,수원,37.274375,126.941263,41113
경기도 수원시 권선구 효원로 274 (권선동)031-238-8392 ,경기,수원,수원,37.261414,127.031229,41113
경기도 수원시 영통구 광교로 191(이의동)031-217-2955 ,경기,수원,수원,37.2962004,127.0465643,41117
경기도 수원시 영통구 광교중앙로 145 (이의동)031-217-3654 ,경기,수원,수원,37.2869954,127.0577815,41117
경기도 수원시 영통구 광교중앙로248번길 7-2 (하동)031-213-3682 ,경기,수원,수원,37.29184,127.067164,41117
경기도 수원시 영통구 대학로 47 (이의동)031-217-3676 ,경기,수원,수원,37.300082,127.04362,41117
경기도 수원시 영통구 덕영대로 1467031-273-8972 ,경기,수원,수원,37.2458277,127.05134,41117
경기도 수원시 영통구 덕영대로 1566 (영통동)031-204-3648 ,경기,수원,수원,37.2453658,127.0618147,41117
경기도 수원시 영통구 덕영대로 1695 (영통동)031-206-8747 ,경기,수원,수원,37.247951,127.076749,41117
"경기도 수원시 영통구 봉영로 1617, 훼미리타워 1층 (영통동)031-201-1880 ",경기,수원,수원,37.255675,127.074321,41117
경기도 수원시 영통구 삼성로 2 트레이더스수원점 (신동)031-204-7803 ,경기,수원,수원,37.24626,127.047864,41117
경기도 수원시 영통구 센트럴타운로 85 (이의동) 광교C1호반베르디움031-215-8909 ,경기,수원,수원,37.290374,127.049582,41117
경기도 수원시 영통구 영통로 195 (망포동)031-205-6575 ,경기,수원,수원,37.245241,127.055904,41117
경기도 수원시 장안구 경수대로 1038 (파장동)031-251-3550 ,경기,수원,수원,37.307776,126.99833,41111
경기도 수원시 장안구 덕영대로535번길 46 (천천동)031-269-3597 ,경기,수원,수원,37.297286,126.982671,41111
"경기도 수원시 장안구 서부로 2131, 1층 4,5,6호 2층1,2호 (율전동)031-292-7571 ",경기,수원,수원,37.298935,126.971577,41111
경기도 수원시 장안구 창룡대로 171 (연무동)031-245-3715 ,경기,수원,수원,37.29218,127.028729,41111
경기도 수원시 팔달구 권광로 132 (인계동)031-224-5877 ,경기,수원,수원,37.2592235,127.0313138,41115
경기도 수원시 팔달구 권광로 199 (인계동)031-226-8544 ,경기,수원,수원,37.265499,127.032902,41115
경기도 수원시 팔달구 권광로 265 (인계동)031-215-3477 ,경기,수원,수원,37.271122,127.035213,41115
경기도 수원시 팔달구 매산로 11 (매산로1가)031-243-1972 ,경기,수원,수원,37.26748423,127.0028636,41115
경기도 수원시 팔달구 월드컵로 205 (우만동)031-215-4516 ,경기,수원,수원,37.279696,127.04334,41115
경기도 수원시 팔달구 인계로94번길 3 (인계동)031-236-2801 ,경기,수원,수원,37.267938,127.027948,41115
경기도 수원시 팔달구 중부대로 161 (우만동)031-212-4969 ,경기,수원,수원,37.2781099,127.0339496,41115
경기도 시흥시 비둘기공원로 10 (대야동)031-435-3497 ,경기,시흥,시흥,37.443912,126.790755,41390
"경기도 시흥시 서울대학로278번길 43-13 (정왕동) 106호, 107호, 108호031-498-3519 ",경기,시흥,시흥,37.369549,126.730301,41390
경기도 시흥시 서해안로 699 (정왕동)031-8072-3638 ,경기,시흥,시흥,37.379754,126.736396,41390
경기도 시흥시 서해안로 699 (정왕동)031-8072-3672 ,경기,시흥,시흥,37.379754,126.736396,41390
경기도 시흥시 중심상가2길 20-5 (정왕동)031-434-8550 ,경기,시흥,시흥,37.344718,126.737045,41390
"경기도 안산시 단원구 고잔로 102, 스타타워 1층 (고잔동)031-410-9658 ",경기,안산,안산,37.318899,126.837464,41273
경기도 안산시 단원구 고잔로 72 (고잔동)031-405-3597 ,경기,안산,안산,37.318914,126.834241,41273
"경기도 안산시 단원구 광덕대로 154, ,771-4 로데오타운1층 (고잔동)031-405-0678 ",경기,안산,안산,37.310298,126.830517,41273
경기도 안산시 단원구 원포공원1로 46 (초지동) 이마트031-405-9839 ,경기,안산,안산,37.303177,126.812842,41273
경기도 안산시 단원구 적금로 120 (고잔동)031-414-3437 ,경기,안산,안산,37.318868,126.826297,41273
경기도 안산시 단원구 중앙대로 397 (신길동)031-494-4507 ,경기,안산,안산,37.331038,126.784837,41273
경기도 안산시 단원구 중앙대로 907 (고잔동)031-439-8214 ,경기,안산,안산,37.31723608,126.8374694,41273
"경기도 안산시 상록구 광덕1로 379, 한남빌딩 1~2층 (이동)031-419-8664 ",경기,안산,안산,37.308754,126.851175,41271
"경기도 안산시 상록구 성안길 82-3, B동 1층 (사동)031-415-8654 ",경기,안산,안산,37.300847,126.838212,41271
경기도 안성시 공도읍 서동대로 4489 031-652-3645 ,경기,안성,안성,37.009411,127.200801,41550
경기도 안성시 중앙로 308 (석정동)031-671-3610 ,경기,안성,안성,37.010522,127.262009,41550
"경기도 안성시 중앙로 395, 1층 1~2층 (대천동)031-671-9565 ",경기,안성,안성,37.007599,127.270743,41550
경기도 안양시 동안구 경수대로 821 (비산동)031-441-8940 ,경기,안양,안양,37.3925328,126.942869,41173
경기도 안양시 동안구 관악대로 234 (비산동)031-387-3537 ,경기,안양,안양,37.40111,126.949208,41173
경기도 안양시 동안구 관평로 182 (관양동)031-388-6889 ,경기,안양,안양,37.3929425,126.9607148,41173
경기도 안양시 동안구 시민대로 180 (호계동)031-340-8940 ,경기,안양,안양,37.389849,126.949818,41173
"경기도 안양시 동안구 시민대로 230, 평촌아크로타워상가동 2층 8호 (관양동)031-387-8201 ",경기,안양,안양,37.39227643,126.9565229,41173
경기도 안양시 동안구 시민대로 311 금강스마트 빌딩 1층(관양동1746)031-426-8918 ,경기,안양,안양,37.395786,126.9645,41173
경기도 안양시 동안구 엘에스로 23-8 (호계동)031-451-3254 ,경기,안양,안양,37.366561,126.956011,41173
경기도 안양시 동안구 평촌대로 123 (호계동)031-476-3325 ,경기,안양,안양,37.383006,126.959848,41173
경기도 안양시 동안구 평촌대로 223 (호계동)031-381-8399 ,경기,안양,안양,37.391494,126.955122,41173
"경기도 안양시 동안구 흥안대로 519, 아이퍼스트타워 1~2층 (관양동)031-425-7566 ",경기,안양,안양,37.400269,126.976145,41173
경기도 안양시 만안구 경수대로 1397 (석수동)031-474-8928 ,경기,안양,안양,37.4312614,126.9033382,41171
경기도 안양시 만안구 만안로 232 (안양동) 안양민자역사 1층 001호031-5177-6131 ,경기,안양,안양,37.401964,126.922661,41171
경기도 안양시 만안구 안양로292번길 36 (안양동)031-443-0346 ,경기,안양,안양,37.39919046,126.9236856,41171
경기도 안양시 만안구 장내로 149번길 (안양동)53031-441-8960 ,경기,안양,안양,37.4002845,126.9221677,41171
경기도 양주시 고읍남로 20 (광사동)031-821-8952 ,경기,양주,양주,37.794628,127.079196,41630
경기도 양주시 독바위로 35 (덕정동)031-862-3668 ,경기,양주,양주,37.8382562,127.062968,41630
경기도 양주시 부흥로 1872 (광사동)031-821-3545 ,경기,양주,양주,37.790532,127.072421,41630
경기도 양주시 장흥면 호국로 528 031-873-3695 ,경기,양주,양주,37.717529,126.973093,41630
경기도 양주시 회천남로 76 (옥정동)031-863-3781 ,경기,양주,양주,37.81858,127.094293,41630
경기도 양평군 양평읍 시민로 75 031-775-3492 ,경기,양평,양평,37.49134,127.499932,41830
경기도 여주시 명품로 360 2004호 (상거동)031-880-1631 ,경기,여주,여주,37.2413127,127.6125556,41670
경기도 여주시 명품로 360 2400호 (상거동)031-880-1633 ,경기,여주,여주,37.24272107,127.6126336,41670
경기도 여주시 세종로 358 (점봉동)_1031-883-3561 ,경기,여주,여주,37.265915,127.638676,41670
"경기도 오산시 경기대로 50, B동 (갈곶동)031-376-3561 ",경기,오산,오산,37.129351,127.071583,41370
경기도 오산시 문시로 109-2 031-376-3948 ,경기,오산,오산,37.189945,127.05955,41370
경기도 오산시 운천로 61031-376-8872 ,경기,오산,오산,37.1486248,127.0741288,41370
경기도 오산시 원동로 74(원동)031-374-7904 ,경기,오산,오산,37.1426829,127.0766272,41370
"경기도 용인시 기흥구 강남로 3, 강남&플러스 1층(구갈동)031-283-8335 ",경기,용인,용인,37.27105,127.126134,41463
경기도 용인시 기흥구 구갈로 71-18 (신갈동)031-282-5766 ,경기,용인,용인,37.281689,127.110142,41463
"경기도 용인시 기흥구 기흥역로 63 (구갈동, 기흥역 힐스테이트)031-282-3715 ",경기,용인,용인,37.2746544,127.1165616,41463
경기도 용인시 기흥구 어정로 102 (상하동)031-283-3248 ,경기,용인,용인,37.274595,127.141221,41463
경기도 용인시 기흥구 용구대로 1877 (보라동)031-282-3551 ,경기,용인,용인,37.255575,127.104577,41463
경기도 용인시 기흥구 용구대로 2330031-284-2958 ,경기,용인,용인,37.2947324,127.1102926,41463
경기도 용인시 기흥구 용구대로 2457 (보정동)031-286-7352 ,경기,용인,용인,37.305434,127.105468,41463
"경기도 용인시 기흥구 죽전로 20, 죽전누리에뜰상가 (보정동)031-276-8570 ",경기,용인,용인,37.320017,127.11084,41463
경기도 용인시 기흥구 중부대로 56031-273-8703 ,경기,용인,용인,37.267257,127.074502,41463
경기도 용인시 기흥구 중부대로 769-6 (상하동)031-286-3575 ,경기,용인,용인,37.259778,127.142453,41463
경기도 용인시 수지구 광교마을로 41 (상현동)031-213-8641 ,경기,용인,용인,37.29882,127.06947,41465
경기도 용인시 수지구 성복2로 55 (성복동)031-263-9808 ,경기,용인,용인,37.314048,127.079162,41465
경기도 용인시 수지구 손곡로 031-276-5822 ,경기,용인,용인,37.335988,127.09101,41465
